460700200100,Addison Central School District,Steuben,Central,2012-06-30 00:00:00,1141,318446192,17160000,5085309,,1374968,598043,,20166,,,,,,,,,,,237028,,,,,,,,,,4645,,,,,,,,,,,,,1733596,20923,162504,,,16381,,,5662,,1066989,10326214,,16922923,,,,,,,,,,,,,,2108611,,,,440590,,,,,,,29798338,17160000,3635000,,119392,,50712730,3795899,1636598,,,,,10862416,1052422,462488,1083268,279410,,10395,,,,,,,,,,,,,,,,,,,,,,,82198,,,,,,,,,,,,,,,,,,,,,56136,,,,,,,,,,,,,,,291836,,693085,,640338,3679158,,,160940,53707,,750627,3635000,364362,29590283,119393,29709676
300608200100,Adirondack Central School District,Oneida,Independent Superintendent,2012-06-30 00:00:00,1293,653239422,19150000,7753585,,1352945,92734,,24105,,,,,,,,,,,5728,,,,,,,,,,6458,,,,,,,,,,,,,26589,,310300,,,4046,,,39341,,366842,9982673,,14668625,,,,,,,,,,,,,,1176127,,,,171042,,,,,,,25998467,,,,33662,,26032129,1790739,1092228,,,,465,10738809,658915,504005,1665414,276055,,30972,,,,,,,,,,,,,,,,,,,,,,,86640,,,,,,,,,,,,,,,,,,,,,909,,,,,,,,,,,,,,,495035,,948869,,846582,4199705,21997,,176276,31936,,20835,1665000,1090223,26341609,33662,26375271
080700300100,Afton Central School District,Chenango,Central,2012-06-30 00:00:00,571,232225132,11990238,3339256,,777520,10350,,26430,,,,,,,,,,,91043,,,,,,,,,,6777,,,,,,,,,,,,,54552,19687,122534,,,20881,,,11139,,119588,4599757,,9686243,,,,,,,,,,,,,,539873,,,,221636,58139,,,,,,15105648,80924,,,11465,,15198037,6359199,800478,,,,,6223758,896255,362641,547541,205385,,8252,,,,,,,,,,,,,,,,,,,,,,,173352,,,,,,,,,,,,,,,14858,,,,,,,,,1600,,,,,,,,,,,,260555,,522255,,544694,1777180,,10437,87279,23230,,97235,1747579,213851,20877614,11465,20889079
140758200100,Akron Central School District,Erie,Central,2012-06-30 00:00:00,1484,557388742,30244493,7130815,,1591550,50972,,16481,,,1229775,,,,,,,,58873,,,,,,,,,,8532,,,,,,,,,,,,1274405,41180,37850,338623,,,2316,,,58875,,349410,12189657,,13885276,,,,,,,,,,,,,,1418627,310,,,344587,,,,,,,27838457,,297879,,102133,,28238469,1849390,989162,,6539,,,11631108,1194505,568248,1232067,355059,,28824,,,,,,,,,,,,,,,,,,,,,,,101580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,458905,,1396209,,865485,2359851,,9160,113009,41345,,280124,3463278,1556664,28500512,102133,28602645
010501000000,Albany City School District,Albany,City Public School,2012-06-30 00:00:00,10812,4868971528,157667653,97654237,,9910824,5883814,,1803898,,,,4143588,,,,,,,1122066,,,,,,,,,,19565,,,,985744,,,,,,,,,155508,47315,444660,,,16113,,,10324,,3104399,125302055,,77679938,,,,,,,,,,,,,,18670788,1225612,,,3502252,,,,,,,226380645,,5676000,,21510395,,253567040,14811887,2400002,,905690,,,130262335,6070349,10395286,6970243,853085,,61880,,,,,,,,,,,,,,,,,,,,,,,33491,,,,,,,,,,,,,,,,,,,,,64481,,,,,,,,,,,,,,,2546503,,6690499,,5957014,21246629,,1500,1210714,155602,31815,4092920,12808228,8203792,235773945,21510395,257284340
340600500100,Albion Central School District,Orleans,Independent Superintendent,2012-06-30 00:00:00,2023,494285450,14130000,6306042,,2016420,155280,,22600,,,243,,,,,,,,27073,,,,,,,,,,15602,,,,,,,,,,,,,104324,9608,215048,,,6502,,,24163,,532969,9435874,,23281478,,,,,,,,,,,,,,1523090,,,,622474,,,,,,,34862916,,,,2763600,,37626516,2615132,526560,,544,,,15038225,1665965,896282,1839022,694997,,45976,,,,,,,,,,,,,,,,,,,,,,,23872,,,,,,,,,,,,,,,28625,,,,,,,,,,,,,,,,,,,,,371331,,1309016,,1070201,3127975,,,94803,35059,,686190,1850000,534638,32454413,2763600,35218013
140600700100,Alden Central School District,Erie,Independent Superintendent,2012-06-30 00:00:00,1732,736899038,13074890,11147337,,2542953,95336,,16386,,,1747148,,,,,,,,77451,,,,,,,,,,17586,,,,19995,,,,,,,,,737529,19741,373198,,,,,,5480,,267411,17067551,,13017947,,,,,,,,,,,,,,1650026,,,,289660,43994,,,,,,32069178,9860000,,,43221,,41972399,2580391,1190340,,1351,,,13660047,1536362,593347,1951847,389189,,250,,,,,,,,,,,,,,,,,,,,,,,62816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,573266,,1096792,,997893,2677816,11426,10119,187990,65281,7331,370173,2206204,427575,30597806,84870,30682676
180700800200,Alexander Central School District,Genesee,Central,2012-06-30 00:00:00,904,253336973,8085000,4304268,,1270759,,,11210,,,,,,,,,,,68608,,,,,,,,,,,,,,,,,,,,,,,176428,122242,8420,,,3616,,,5092,,336631,6307274,,9229784,,,,,,,,,,,,,,725240,,,,79946,,,,,,,16342244,3060000,,,110122,,19512366,1313990,877436,,,,,6630946,249754,361550,1022481,229008,,3100,,,,,,,,,,,,,,,,,,,,,,,42166,,,,,,,,,,,,,,,2165,,,,,,,,,,,,,,,,,,,,,249371,,530752,,491252,1440248,,,52794,35684,,205265,1805000,342819,15885781,110122,15995903
220700900200,Alexandria Central School District,Jefferson,Central,2012-06-30 00:00:00,598,654880645,4691545,5672563,,438720,31256,,19003,,,,,,,,,,,26504,,,,,,,,,,3871,,,,,,,,,,,,,8113,500,164875,,,1866,,,478,,297000,6664749,,4054879,,,,,,,,,,,,,,606441,243,,,223870,,,,,,,11550182,,,,,,11550182,740781,500554,,36988,,,5099074,372020,236167,666310,197808,,142,,,,,,,,,,,,,,,,,,,,,,,23529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177888,,416071,,344201,1825591,,,66383,4802,,54699,588915,177259,11529182,,11529182
020701000100,Alfred-Almond Central School District,Allegany,Central,2012-06-30 00:00:00,627,200808219,11455182,3502919,,932617,25071,,13738,,,,,,,,,,,6983,,,,,,,,,,1431,,,,,,,,,,,,70003,22105,,129192,,,878,,,4964,,160089,4869990,,6054810,,,,,,,,,,,,,,525259,,,,188562,,,,,,,11638621,101815,,,701247,,12441683,880813,527768,,254,,,5123268,377633,230518,529942,175523,,,,,,,,,,,,,,,,,,,,,,,,,22080,,,,,,,,,,,,,,,,,,,,,,,,1247,,,,,,,,,,,,166046,,433689,,374891,1054157,,,66199,15660,,102409,1243602,458296,11783995,701247,12485242
