460700200100,Addison Central School District,Steuben,Central,2014-06-30 00:00:00,1090,336650248,14540000,5498251,,1453827,505324,,24792,,,,,,,,,,,31520,,,,,,,,,,4907,,,,,,,,,,,,,21605,22133,170080,,,713,,,14625,,1021403,8769180,,17846818,,,,,,,,,,,,,,1432117,,,,441762,,,,,,,28489877,,,,1561962,,30051839,2031006,1754452,,241,,,13344185.3,974985,435848,1128507,295459,,13212,,,,,,,,,,,,,,,,,,,,,,,61360,,,,,,,,,,,,,,,,,,,,,63795,,,,,,,,,,,,,,,341248,,1152830,,699746,2980618,,,170567,22864,,505512,1320000,693500,27989935.3,1561962,29551897.3
300608200100,Adirondack Central School District,Oneida,Independent Superintendent,2014-06-30 00:00:00,1237,656219406,15470000,8103310,,1376324,168017,,25063,,,,,,,,,,,23108,,,,,,,,,,5408,,,,,,,,,,,,,26692,,295402,,,1916,,,73117,,424637,10522994,,15653974,,,,,,,,,,,,,,749161,,,,201538,,,,,,,27127667,,,,20287,,27147954,1848512,1276286,,,,10073,10886905.2,660132,493125,1636089,281589,,27610,,,,,,,,,,,,,,,,,,,,,,,111265,,,,,,,,,,,,,,,,,,,,,1044,,,,,,,,,,,,,,,510698,,1316942,,884867,4300219,22826,,211565,1025,,81383,1995000,753213,27310368.2,20287,27330655.2
080700300100,Afton Central School District,Chenango,Central,2014-06-30 00:00:00,559,233663544,13171440,3450166,,812550,3490,,25494,,,,,,,,,,,6038,,,,,,,,,,6729,,,,,,,,,,,,,12373,20321,108227,,,1333,,,8429,,237104,4692254,,11094362,,,,,,,,,,,,,,380016,,,,315209,,,,,,,16481841,202001,395000,,15825,,17094667,2383026,917941,,,,,5941193,983973,376097,670783,212894,,6256,,,,,,,,,,,,,,,,,,,,,,,173175,,,,,,,,,,,,,,,12045,,,,,,,,,1600,,,,,,,,,,,,308689,,679199,,443144,1988258,,10026,89043,7842,,57184,2003428,195733,17461529,15825,17477354
140758200100,Akron Central School District,Erie,Central,2014-06-30 00:00:00,1431,570997474,22600047,7738994,,1610913,26122,,13841,,,1216234,,,,,,,,17367,,,,,,,,,,9976,,,,,,,,,,,,2011505,19183,37850,295032,,,11965,,,51654,,267363,13327999,,14837622,,,,,,,,,,,,,,683833,,,,472568,,,,,,,29322022,,303271,,68383,,29693676,1785742,1046039,,36341,,,10752427.4,1334692,559827,1212418,355040,,32065,,,,,,,,,,,,,,,,,,,,,,,65980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445007,,1840424,,807322,2313701,,8207,182329,14140,,98015,3598271,1209156,27697143.4,68383,27765526.4
010501000000,Albany City School District,Albany,City Public School,2014-06-30 00:00:00,11228,4308022724,145652244,102787466,,9997588,6429454,,1703880,,,,4614170,,,,,,,824674,,,,,,,,,,11774,,,,1236361,,,,,,,,,75958,145208,4563757,,,5218,,,37889,,2681691,135115088,,80610222,,,,,,,,,,,,,,16871590,,,,4400921,,,,,,,236997821,,,,16900537,,253898358,14908949,2454088,,274622,,,131705852.7,6603254,9745401,7870993,796060,,65525,,,,,,,,,,,,,,,,,,,,,,,34475,,,,,,,,,,,,,,,,,,,,,57181,,,,,,,,,,,,,,,3322408,,10437263,,6139041,20459934,,1500,740590,71336,28320,4331505,8158976,7273984,235481257.7,16900537,252381794.7
340600500100,Albion Central School District,Orleans,Independent Superintendent,2014-06-30 00:00:00,1928,502051540,10335000,6411176,,2034973,219249,,21869,,,,,,,,,,,47131,,,,,,,,,,13792,,,,,,,,,,,,25,29754,12718,149038,,,2073,,,17838,,237788,9197424,,23716509,,,,,,,,,,,,,,1186099,,,,670244,,,,,,,34770276,,,,8101328,,42871604,2710896,546239,,,,,14785017.9,1630721,815014,1689174,701659,,60601,,,,,,,,,,,,,,,,,,,,,,,29703,,,,,,,,,,,,,,,26256,,,,,,,,,,,,,,,,,,,,,487646,,1952779,,1069480,2615165,,,89673,2235,,355100,1900000,394563,31861921.9,8101328,39963249.9
140600700100,Alden Central School District,Erie,Independent Superintendent,2014-06-30 00:00:00,1717,756947076,8540000,11715431,,2636008,91669,,16894,,,1726905,,,,,,,,46828,,,,,,,,,,10978,,,,24483,,,,,,,,,44412,18300,334031,,,,,,15150,,257505,16938594,,13976680,,,,,,,,,,,,,,933341,,,,419285,,,,,,,32267900,,,,2427605,,34695505,2534374,1167890,,3789,,,13064550.2,1471060,815118,1983317,388023,,100,,,,,,,,,,,,,,,,,,,,,,,88600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,662248,,1672468,,1048616,2818027,11155,2932,229840,8423,7223,331550,2298010,346981,30954294.2,2453355,33407649.2
180700800200,Alexander Central School District,Genesee,Central,2014-06-30 00:00:00,825,260716008,5000000,4499649,,1295151,,,12335,,,,,,,,,,,113900,,,,,,,,,,,,,,,42104,,,,,,,,19202,78000,1096,,,14337,,,6300,,244326,6326400,,10137030,,,,,,,,,,,,,,357871,,,,34748,,,,,,,16856049,,,,32606,,16888655,1340781,805176,,,,,7308132.4,219050,309528,979462,259017,,3000,,,,,,,,,,,,,,,,,,,,,,,34407,,,,,,,,,,,,,,,1782,,,,,,,,,,,,,,,,,,,,,378788,,870335,,540169,1543985,,,114708,9405,,54919,1535000,238136,16545780.4,32606,16578386.4
220700900200,Alexandria Central School District,Jefferson,Central,2014-06-30 00:00:00,594,638039626,3786161,6107491,,430589,43397,,14116,,,,,,,,,,,24154,,,,,,,,,,1664,,,,,,,,,,,,,1825,500,149621,,,,,,8965,,192085,6974407,,4264066,,,,,,,,,,,,,,456459,,,,247953,,,,,,,11942885,247500,,,37567,,12227952,904682,564539,,,,,4800223.6,470756,272979,869508,154492,,,,,,,,,,,,,,,,,,,,,,,,,37558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253979,,570487,,333257,1871363,,,79516,11411,,17234,587655,139646,11939285.6,37567,11976852.6
020701000100,Alfred-Almond Central School District,Allegany,Central,2014-06-30 00:00:00,673,198229355,13746332,3776347,,985144,,,13968,,,,,,,,,,,76116,,,,,,,,,,1728,,,,,,,,,,,,107801,59924,,113778,,50,3518,,,6620,,174378,5319372,,6357822,,,,,,,,,,,,,,263118,,,,199450,,,,,,,12139762,107959,,,386465,,12634186,997287,538437,,,,,5326799.6,379405,200390,597631,169584,,,,,,,,,,,,,,,,,,,,,,,,,22165,,,,,,,,,,,,,,,,,,,,,,,,1340,,,,,,,,,,,,212080,,669652,,408532,1140286,,,74298,1570,,13947,1314431,375150,12442984.6,405054,12848038.6
040701100100,Allegany-Limestone Central School District,Cattaraugus,Central,2014-06-30 00:00:00,1142,414170236,20740000,6368699,,1505441,106450,,15053,,,,,,,,,,,4000,,,,,,,,,,5905,,,,,,,,,,,,,13992,6033,194610,,,712,,,5160,,217317,8443372,,13386974,,,,,,,,,,,,,,498958,,,,267582,,,,,,,22596886,,,,2989470,,25586356,1581470,1047964,,6094,,,9537120.3,1343664,592061,1118764,192388,,4508,,,,,,,,,,,,,,,,,,,,,,,24474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358741,,1199729,,699885,1594181,,,85254,1233,42767,14037,1915000,759986,22119320.3,2989470,25108790.3
350700600200,Altmar-Parish-Williamstown Central School District,Oswego,Central,2014-06-30 00:00:00,1284,362847916,31243055,5460353,,1427445,331474,,33539,,,,,,,,,,,32369,,,,,,,,,,,,,,,,,,,,,,,10690,,451259,,,4251,,,6977,,636107,8394464,,23771085,,,,,,,,,,,,,,784577,,,,479170,,,,,,,33429296,250000,,,512132,,34191428,3390538,1165840,,,,,11245285.8,1301880,481409,1926033,339261,,3160,,,,,,,,,,,,,,,,,,,,,,,82914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,476425,,1309138,,898340,3306209,,7372,213350,26707,,140523,2845000,1378794,30538178.8,952712,31490890.8
470925000300,Amagansett Union Free School District,Suffolk,Union Free,2014-06-30 00:00:00,95,4085152876,250000,8664712,,46872,39608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4637,,,,,,,,,,65034,8820863,,319761,,,,,,,,,,,,,,24055,,,,,,,,,,,9164679,,,,159000,,9323679,817016,599285,,,,,5279528.3,124548,234872,113522,91498,,,,,,,,,,,,,,,,,,,,,,,,,15409,,,,,,,,,,,,,,,,,,,,,,,,850,,,,,,,,,,,,175885,,462665,,295297,707795,19377,,44539,-2868,,,240000,25113,9244331.3,159000,9403331.3
